source_id,destination_id,units_shipped,total_cost
Sdc1f136,D7cefff4,18802,1935.23
Sdc1f136,D7cefff4,12338,282.87
Sdc1f136,D04f9f83,15102,981.63
Sdc1f136,D3034469,10304,145.47
Sdc1f136,D7cefff4,17103,905.21
Sdc1f136,De569c11,18648,11708.28
Sdc1f136,D3034469,14596,3417.18
Sdc1f136,D7cefff4,15443,2670.51
Sdc1f136,De569c11,13542,2950.22
Sdc1f136,D3034469,13960,1732.68
Sdc1f136,D3034469,15923,543.26
Sdc1f136,D98c2300,17333,3392.32
Sdc1f136,De569c11,12476,5213.19
Sdc1f136,D7cefff4,15669,829.31
Sdc1f136,D04f9f83,10851,1573.4
Sdc1f136,D7cefff4,12670,1937.58
Sdc1f136,D04f9f83,15973,1357.7
Sdc1f136,D3034469,12753,1200.28
Sdc1f136,Dc20a1c2,18488,647.08
Sdc1f136,D04f9f83,17338,1473.73
Sdc1f136,D98c2300,10815,-46.35
Sdc1f136,De569c11,12967,5937.03
Sdc1f136,D3034469,13934,614.74
Sdc1f136,D98c2300,10001,1057.25
Sdc1f136,D98c2300,14193,364.96
Sdc1f136,De569c11,16147,-34.6
Sdc1f136,D04f9f83,16114,80.57
Sdc1f136,D04f9f83,11213,840.98
Sdc1f136,Dc20a1c2,11040,-55.2
Sdc1f136,Dc20a1c2,15572,389.3
Sdc1f136,D04f9f83,10087,554.78
Sdc1f136,D3034469,12626,1819.63
Sdc1f136,D7cefff4,19740,1242.18
Sdc1f136,D04f9f83,12269,429.42
Sdc1f136,De569c11,19402,734.5
Sdc1f136,Dc20a1c2,15938,1035.97
Sdc1f136,D04f9f83,11905,1250.03
Sdc1f136,Dc20a1c2,12136,-303.4
Sdc1f136,Dc20a1c2,18127,-90.64
Sdc1f136,De569c11,11982,7403.16
Sdc1f136,D7cefff4,12139,-85.86
Sdc1f136,D04f9f83,18594,1022.67
Sdc1f136,D04f9f83,13136,328.4
Sdc1f136,D3034469,14453,4684.47
Sdc1f136,D04f9f83,19146,-95.73
Sdc1f136,D04f9f83,11064,387.24
Sdc1f136,Dc20a1c2,11247,-56.24
Sdc1f136,D98c2300,11748,-50.35
Sdc1f136,De569c11,13709,107.71
Sdc1f136,D98c2300,13379,-57.34
Sdc1f136,Dc20a1c2,19598,-97.99
Sdc1f136,D04f9f83,14297,357.42
Sdc1f136,Dc20a1c2,13549,745.19
Sdc1f136,Dc20a1c2,14841,74.2
Sdc1f136,Dc20a1c2,18598,1208.87
Sdc1f136,D04f9f83,10097,50.49
Sdc1f136,D98c2300,11142,1734.97
Sdc1f136,D98c2300,17111,97.78
Sdc1f136,D3034469,12351,174.37
Sdc1f136,D98c2300,19923,1110.0
Sdc1f136,D7cefff4,16083,4389.48
Sdc1f136,Dc20a1c2,18161,817.24
Sdc1f136,Dc20a1c2,11895,1962.67
Sdc1f136,Dc20a1c2,18130,90.65
Sdc1f136,De569c11,12912,1134.41
Sdc1f136,D98c2300,11913,1259.37
Sdc1f136,D7cefff4,19397,3160.29
Sdc1f136,De569c11,19378,539.82
Sdc1f136,D7cefff4,11226,32.86
Sdc1f136,D04f9f83,10176,254.4
Sdc1f136,D3034469,16445,1712.21
Sdc1f136,D04f9f83,11029,165.44
Sdc1f136,Dc20a1c2,15077,829.23
Sdc1f136,Dc20a1c2,15533,-77.67
Sdc1f136,Dc20a1c2,18729,2341.12
Sdc1f136,De569c11,10215,999.61
Sdc1f136,Dc20a1c2,13823,3524.86
Sdc1f136,De569c11,17803,1208.06
Sdc1f136,D7cefff4,11810,1451.77
Sdc1f136,D7cefff4,15965,525.68
Sdc1f136,D3034469,15190,2189.15
Sdc1f136,Dc20a1c2,16855,1264.12
Sdc1f136,D98c2300,17051,1632.02
Sdc1f136,D7cefff4,12053,3771.71
Sdc1f136,D04f9f83,10244,153.66
Sdc1f136,D7cefff4,16489,1532.27
Sdc1f136,D98c2300,11600,4126.29
Sdc1f136,D7cefff4,18596,3215.75
Sdc1f136,Dc20a1c2,11200,616.0
Sdc1f136,De569c11,13183,2212.86
Sdc1f136,D98c2300,15422,550.79
Sdc1f136,De569c11,15161,725.56
Sdc1f136,D04f9f83,16510,82.55
Sdc1f136,D98c2300,18562,1776.65
Sdc1f136,D7cefff4,17448,748.99
Sdc1f136,D3034469,13275,54.66
Sdc1f136,D7cefff4,15270,655.49
Sdc1f136,D04f9f83,15035,676.58
Sdc1f136,D04f9f83,17680,1679.6
Sdc1f136,Dc20a1c2,15529,232.93
Sdc1f136,D04f9f83,17592,1495.32
Sdc1f136,D04f9f83,17496,787.32
Sdc1f136,Dc20a1c2,15101,981.56
Sdc1f136,D98c2300,14997,535.61
Sdc1f136,De569c11,15787,439.78
Sdc1f136,D98c2300,14076,221.19
Sdc1f136,Dc20a1c2,13125,1509.37
Sdc1f136,D3034469,15343,1137.19
Sdc1f136,D04f9f83,16318,244.77
Sdc1f136,D04f9f83,12824,833.56
Sdc1f136,Dc20a1c2,10025,350.87
Sdc1f136,D98c2300,13999,219.98
Sdc1f136,D7cefff4,10685,138.12
Sdc1f136,De569c11,12170,1190.92
Sdc1f136,D04f9f83,12176,304.4
Sdc1f136,De569c11,11390,203.39
Sdc1f136,D98c2300,12767,583.63
Sdc1f136,Dc20a1c2,11255,-168.83
Sdc1f136,D3034469,17217,4375.14
Sdc1f136,D7cefff4,14133,324.02
Sdc1f136,De569c11,12326,96.85
Sdc1f136,D3034469,10563,1205.42
Sdc1f136,D98c2300,10598,696.44
Sdc1f136,D04f9f83,11517,1324.46
Sdc1f136,Dc20a1c2,10497,1627.03
Sdc1f136,D98c2300,10650,593.36
Sdc1f136,D04f9f83,16548,1075.62
