source_id,destination_id,units_shipped,total_cost
S930c72c,Dc20a1c2,19055,1606.97
S930c72c,D7cefff4,15678,1894.07
S930c72c,De569c11,18926,1725.61
S930c72c,D7cefff4,10590,114.49
S930c72c,D3034469,14207,666.94
S930c72c,D7cefff4,14816,2234.41
S930c72c,D98c2300,17577,649.82
S930c72c,D7cefff4,17717,1608.9
S930c72c,D3034469,17265,292.55
S930c72c,D3034469,18778,130.4
S930c72c,D98c2300,15925,1703.49
S930c72c,D04f9f83,10941,182.35
S930c72c,D98c2300,16914,1132.73
S930c72c,D7cefff4,13828,2500.25
S930c72c,Dc20a1c2,14958,962.3
S930c72c,D04f9f83,19935,2724.45
S930c72c,D98c2300,10746,719.66
S930c72c,D3034469,16324,603.08
S930c72c,D3034469,11358,78.87
S930c72c,D04f9f83,19372,1485.19
S930c72c,D98c2300,15942,748.79
S930c72c,D04f9f83,11600,541.33
S930c72c,D98c2300,11041,-254.28
S930c72c,D3034469,15047,254.96
S930c72c,De569c11,19384,3124.24
S930c72c,D04f9f83,10838,180.63
S930c72c,D04f9f83,15466,567.09
S930c72c,D04f9f83,12744,339.84
S930c72c,D98c2300,17006,798.77
S930c72c,D7cefff4,15128,3794.27
S930c72c,D3034469,10436,489.91
S930c72c,De569c11,14360,2027.29
S930c72c,Dc20a1c2,19284,2590.48
S930c72c,D04f9f83,18866,880.41
S930c72c,D7cefff4,17395,10277.15
S930c72c,D3034469,11129,1635.34
S930c72c,D98c2300,17742,10946.28
S930c72c,De569c11,15982,338.44
S930c72c,Dc20a1c2,12311,668.9
S930c72c,D3034469,17949,483.63
S930c72c,D7cefff4,19404,3896.53
S930c72c,D98c2300,14151,-42.88
S930c72c,D7cefff4,12884,268.13
S930c72c,De569c11,15593,2357.29
S930c72c,De569c11,11681,364.17
S930c72c,Dc20a1c2,13402,2336.42
S930c72c,De569c11,10749,1839.98
S930c72c,D04f9f83,10228,-34.09
S930c72c,Dc20a1c2,14683,357.29
S930c72c,D04f9f83,17438,116.25
S930c72c,Dc20a1c2,10189,349.82
S930c72c,D3034469,19283,1098.06
S930c72c,D7cefff4,17097,7194.6
S930c72c,Dc20a1c2,12159,1268.59
S930c72c,Dc20a1c2,14379,1068.84
S930c72c,Dc20a1c2,12348,547.43
S930c72c,Dc20a1c2,13343,1792.41
S930c72c,D04f9f83,17136,971.04
S930c72c,De569c11,13407,8194.04
S930c72c,D3034469,17167,290.89
S930c72c,D98c2300,19321,5351.33
S930c72c,D7cefff4,15508,2493.85
S930c72c,D98c2300,17303,1158.78
S930c72c,Dc20a1c2,10883,3203.23
S930c72c,D7cefff4,14564,1905.13
S930c72c,D7cefff4,15054,2420.85
S930c72c,D3034469,16622,780.31
S930c72c,D98c2300,17186,1666.52
S930c72c,D7cefff4,18205,2017.31
S930c72c,Dc20a1c2,18419,2474.29
S930c72c,D98c2300,11677,-268.92
S930c72c,D7cefff4,11007,118.99
S930c72c,De569c11,19395,2738.12
S930c72c,D98c2300,15220,2389.08
S930c72c,Dc20a1c2,19591,1260.35
S930c72c,De569c11,13989,1135.58
S930c72c,D7cefff4,11698,477.4
S930c72c,D98c2300,19384,1685.82
S930c72c,De569c11,10607,2133.88
S930c72c,Dc20a1c2,17742,1318.82
S930c72c,D3034469,14026,2341.56
S930c72c,D04f9f83,14560,533.87
S930c72c,D7cefff4,14717,3102.5
S930c72c,D04f9f83,16264,271.07
S930c72c,D3034469,19756,927.43
S930c72c,D98c2300,17839,4584.08
S930c72c,D7cefff4,18855,5106.14
S930c72c,Dc20a1c2,13530,1817.53
S930c72c,D3034469,13619,2954.57
S930c72c,De569c11,10077,918.79
S930c72c,Dc20a1c2,11518,1086.53
S930c72c,D3034469,11634,1593.21
S930c72c,D04f9f83,12009,1280.96
S930c72c,D7cefff4,18911,5310.41
S930c72c,D04f9f83,11625,426.25
S930c72c,D04f9f83,19595,1110.38
S930c72c,Dc20a1c2,19824,284.14
S930c72c,D98c2300,15963,-208.0
S930c72c,D3034469,12469,211.28
S930c72c,Dc20a1c2,11804,995.47
S930c72c,D98c2300,10022,1573.15
S930c72c,D98c2300,14330,2249.38
S930c72c,D7cefff4,17331,14745.4
S930c72c,De569c11,18017,7948.68
S930c72c,D7cefff4,18886,-173.55
S930c72c,Dc20a1c2,16156,554.69
S930c72c,D7cefff4,15149,6223.37
S930c72c,D98c2300,12842,5097.88
S930c72c,De569c11,19096,4605.51
S930c72c,D04f9f83,12391,1445.62
S930c72c,D98c2300,12846,217.99
S930c72c,D04f9f83,15121,705.65
S930c72c,Dc20a1c2,14091,201.97
S930c72c,De569c11,19181,5009.63
S930c72c,De569c11,10570,223.84
S930c72c,D98c2300,10715,2324.83
S930c72c,Dc20a1c2,13507,2624.86
S930c72c,Dc20a1c2,19291,2205.6
S930c72c,De569c11,12486,4384.79
S930c72c,De569c11,12137,1349.35
S930c72c,Dc20a1c2,12541,305.16
S930c72c,D04f9f83,16916,1127.73
