source_id,destination_id,units_shipped,total_cost
S8c44812,De569c11,16353,482.2
S8c44812,D04f9f83,19463,81.47
S8c44812,De569c11,13376,1063.22
S8c44812,D7cefff4,12771,749.89
S8c44812,Dc20a1c2,14493,709.79
S8c44812,Dc20a1c2,11043,-11.33
S8c44812,D7cefff4,12318,1339.19
S8c44812,De569c11,11068,215.68
S8c44812,D7cefff4,12933,112.75
S8c44812,D3034469,14353,1507.06
S8c44812,De569c11,17581,342.6
S8c44812,De569c11,17394,2078.36
S8c44812,D7cefff4,19656,1940.4
S8c44812,D7cefff4,12855,5511.17
S8c44812,D7cefff4,11341,212.28
S8c44812,D7cefff4,12467,1480.06
S8c44812,Dc20a1c2,10447,1974.22
S8c44812,D04f9f83,16534,3045.33
S8c44812,De569c11,14020,553.61
S8c44812,D7cefff4,11918,5109.46
S8c44812,D3034469,12329,2157.58
S8c44812,D3034469,18245,1003.48
S8c44812,D04f9f83,10289,-59.82
S8c44812,De569c11,16502,651.62
S8c44812,D04f9f83,13288,2580.34
S8c44812,De569c11,15660,618.37
S8c44812,D7cefff4,11416,898.64
S8c44812,Dc20a1c2,15923,142.9
S8c44812,D98c2300,15412,457.83
S8c44812,De569c11,19095,1899.71
S8c44812,Dc20a1c2,11329,668.12
S8c44812,D3034469,17863,3840.55
S8c44812,D04f9f83,10178,-262.73
S8c44812,D7cefff4,14819,5612.22
S8c44812,D04f9f83,14276,202.52
S8c44812,D3034469,18809,2539.22
S8c44812,D3034469,11020,2479.5
S8c44812,D04f9f83,10695,1969.87
S8c44812,Dc20a1c2,11750,692.95
S8c44812,D04f9f83,13671,-352.9
S8c44812,D3034469,11399,1880.84
S8c44812,De569c11,10928,103.68
S8c44812,D98c2300,19299,2310.2
S8c44812,D7cefff4,10807,2039.47
S8c44812,D3034469,15168,379.2
S8c44812,Dc20a1c2,17983,2499.18
S8c44812,D7cefff4,17198,1009.83
S8c44812,De569c11,19305,3078.9
S8c44812,Dc20a1c2,18056,1425.96
S8c44812,D3034469,17778,622.23
S8c44812,D98c2300,13998,555.8
S8c44812,D7cefff4,10187,2126.21
S8c44812,D3034469,16424,1560.28
S8c44812,D3034469,17868,804.06
S8c44812,D7cefff4,16282,1118.87
S8c44812,Dc20a1c2,11890,1771.31
S8c44812,D98c2300,10750,964.34
S8c44812,D04f9f83,12741,1072.61
S8c44812,D04f9f83,15139,1425.88
S8c44812,De569c11,16836,-8.63
S8c44812,D98c2300,14542,286.56
S8c44812,D98c2300,17705,702.99
S8c44812,D3034469,14714,514.99
S8c44812,D3034469,15730,3224.65
S8c44812,De569c11,16480,2298.75
S8c44812,D98c2300,15321,608.33
S8c44812,D3034469,15899,715.46
S8c44812,D04f9f83,17408,5643.43
S8c44812,De569c11,13293,259.04
S8c44812,Dc20a1c2,16676,6153.02
S8c44812,D98c2300,18324,1460.53
S8c44812,Dc20a1c2,13127,380.35
S8c44812,Dc20a1c2,17904,339.72
S8c44812,De569c11,12529,620.02
S8c44812,D04f9f83,18575,-479.49
S8c44812,De569c11,16682,158.27
S8c44812,D7cefff4,17002,8989.26
S8c44812,D3034469,13592,475.72
